lemmatize_data,translate_data,sentimen
dharma kun,dharma kun,Netral
orang jakarta pilih nomor dua,jakarta people choose number two,Netral
tiga tiga nya memuaskan muak partai pilih dua saja,"three of them are satisfying, sick of the party, just choose two",Negatif
jujur pasangan calon pemaparannya ambigu unggul dua nyata permasalahan rencana dua langsung eksekusi kebijakan nyata rencana ulang,honest candidate pair presentation ambiguous superior two real problems plan two direct execution real policy plan repeat,Positif
orang jakarta suka debat ketiga pasangan calon visi misinya mudah dipahami ridwan kamil rido nomor dua maksudnya peradaban paham kaum generasi saja nomor tiga menekankan politik identitas,"jakarta people like to debate the three candidate pairs, their vision and mission are easy to understand, ridwan kamil rido, number two means civilization, understanding only the generation, number three emphasizes identity politics",Positif
nomor dua ngomongnya adab berputar berputar kaya ya,"number two, talking about manners is like going around in circles, huh?",Netral
COVID-19 bisnis dunia dua,covid-19 world business two,Netral
nomor dua bagus banget,number two is very good,Positif
dharma kun terpilih masak pemimpin kaya percaya hoaks COVID-19 kacau pejabat,"dharma kun was elected how come rich leaders believe in covid-19 hoaxes, officials are in chaos",Positif
adil mendukung nya ya kawan-kawan,"it's fair to support it, friends",Positif
mandiri tulus visioner,independent sincere visionary,Positif
love dharma pongrekun kun wardana semoga izin tuhan menang satu putaran gubernur daerah khusus jakarta jalur mandiri,love dharma pongrekun kun wardana hopefully god willing win one round of the governor of the special region of jakarta independent route,Positif
calon nomor dua kayak presentasi anak gelagapan mengomongnya banyakan mengecap saja,"candidate number two is like a child who is stuttering in his presentation, he only talks by saying things like ""smells""",Netral
pasangan calon dua kaku banget berdebat banget grogi nya publik speaking nya,the two candidate pairs were very stiff in their debate and very nervous in their public speaking.,Negatif
dharma nomor dua,dharma number two,Netral
semoga izin tuhan dharma pongrekun kun wardana menang gubernur daerah khusus jakarta jalur mandiri,"hopefully god willing, dharma pongrekun kun wardana will win the gubernatorial election for the special region of jakarta via the independent route",Positif
ber dua adik kakak,two younger siblings,Netral
nama kun ya,what's your name,Netral
warga bali pendukung dharma,balinese people support dharma,Netral
mantap salam bali dharma menyala ya,"great greetings from bali dharma, it's on",Positif
dharma kun menyambung,dharma kun continues,Netral
dharma kun figur pendukung,dharma kun supporting figure,Positif
dharma kun bagus,dharma kun is good,Positif
hiraukan warga jawa barat mendukung nomor satu tanda orang pilih pakai ridwan kamil pemilihan gubernur jawa barat periode periode,ignore the people of west java support number one sign people choose to use ridwan kamil for the west java gubernatorial election period period,Netral
calon jujur tulus mengabdi daerah khusus ibukota yakini nomor dua pasangan calon,"honest candidate sincerely devoted to the special capital region, believe in number two candidate pair",Positif
dharma kun menang,dharma kun wins,Positif
tuan dharma iya,sir dharma yes,Netral
dharma pongrekun,dharma pongrekun,Netral
nya eksekusi diskusi komisaris jendral dharma pongrekun,execution of discussion commissioner general dharma pongrekun,Positif
dharma kun bagus,dharma kun is good,Positif
sehebat apapun pasangan calon mandiri sulit menang,"no matter how great the independent candidate pair is, it will be difficult for them to win",Positif
menang orangnya terkenal daerah didukung pengusaha pengusaha tambang sawit,the winner is a well-known local person supported by palm oil mining entrepreneurs,Netral
ganjar mahfud julid dua,ganjar mahfud julid two,Netral
lucu pasangan calon satu orang bandung paham kebutuhan kondisi jakarta pasangan calon dua kemarin skandal menimpa pasangan calon tiga mohon maaf petugas partai latar memimpin rano karno lihat banten perubahan signifikan pemilihan presiden kemarin bulat mendukung prabowo pendukung jokowi memilih ridwan kamil beliau koalisi koalisi indonesia maju tunggu batas lihat memegang jakarta memegang jakarta berdampak sepuluh juta warga jakarta juta warga jakarta bogor depok tangerang bekasi,funny candidate pair one person bandung understands the needs of jakarta conditions candidate pair two yesterday scandal hit candidate pair three apologize party officials background lead rano karno see banten significant changes yesterday's presidential election unanimously support prabowo supporters jokowi choose ridwan kamil he coalition coalition indonesia forward wait limit see holding jakarta holding jakarta impact ten million jakarta residents million jakarta residents bogor depok tangerang bekasi,Positif
dharma pongrekun the terbaik,dharma pongrekun the best,Positif
indonesia dharma kun fayakun,indonesia dharma kun fayakun,Netral
dharma kun,dharma kun,Netral
adab kunci utama semangat dharma,manners are the main key to the spirit of dharma,Positif
tahapan dharma kun calon gubernur saja pakai adab mencatut kartu tanda penduduk,the dharma kun stages of gubernatorial candidates use the etiquette of using resident identity cards,Netral
dharma kun mandiri berpihak rakyat menilai nya,dharma kun mandiri sided with the people to judge him,Netral
dharma melawan elit global laksanakan,dharma against global elite carry out,Netral
nomor dua argumentasinya mentah seumur warga jakarta kenal nomor dua muncul beranda kertas suaranya,number two his argument is raw as long as the citizens of jakarta know number two appears on the ballot paper homepage,Negatif
nomor dua tiga penghibur menang,number two three entertainers win,Positif
dharma penjelasannya mendalam masuk akal mandiri pengaruh kontrol partai,"dharma explanation is deep, makes sense, independent, influence, party control",Netral
rezim mukidi akses komisi pemilihan takut mandiri menantang undang-undang kesehatan hukum omnibus,mukidi regime access election commission fear independent challenge omnibus law health law,Netral
dharma kun memimpin jakarta,dharma kun leads jakarta,Netral
dharma pangrekun niat cari kerja niat membangun jakarta,dharma pangrekun intention to find work intention to build jakarta,Netral
nomor dua tiga mendominasi komentar menang tertawa semoga terpilih sesuai hati masyarakat,number two three dominates comments win laugh hopefully chosen according to people's hearts,Positif
laksanakan dharma pemimpin hebat bawahan sutradara bawahan globalisasi ujung-ujungnya rakyat tumbal pilih pemimpin patuh tuhan patuh uang sutradara pilih satu tiga mental takut uang nasib rakyat tumbal calon kebanggaan ilusi boneka sutradara patuh uang,carry out the dharma of a great leader subordinates director subordinates globalization in the end the people are sacrificed choose a leader obey god obey money director choose one three mentality fear money fate of the people sacrificed candidate pride illusion puppet director obey money,Positif
warga jawa gereget berhasrat pengin coblos jenderal dharma,javanese people are excited and want to vote for general dharma,Positif
nomor dua terbaik banget diluar ekspektasi rendah terbaik kandidat,number two is the best beyond low expectations best candidate,Positif
praktiknya sulit parlemen dukungan partai serba sulit berhenti jalan,in practice it is difficult parliamentary support of parties is difficult to stop running,Negatif
nomor dua boneka kartu tanda penduduk masyarakat jakarta mencuri pilih mandiri kaya satu dua saja nomor tiga jakarta menyala,number two jakarta residents' identity card doll steals choose independent rich one or two only number three jakarta lights up,Positif
cie isu basi pakai takut ya calon kalah ya kalah sakit hati ya komisi pemilihan sah dua terbukti isu basi tertawa,"wow, stale issues are used, scared, yes, the candidate loses, yes, loses, hurt, yes, the election commission is valid, two are proven, stale issues are laughed at",Negatif
dharma warga jakarta pilih dharma,dharma jakarta citizens choose dharma,Netral
nomor dua freedom menguasai partai,number two freedom dominates the party,Netral
bicara mencatut kartu tanda penduduk kepolisian unsur pencatutan kartu tanda penduduk melaporkan kepolisian hati dua ucapanmu,talk about using police id cards elements of using police id cards report to the police heart two your words,Netral
pasangan calon nomor dua disetiap argumennya gugup grogi tata bicaranya banget ketegangannya isi pembicaraannya evaluasi debat latihan berbicara orang,candidate pair number two in every argument is nervous nervous the way they speak is very tense the content of their speech debate evaluation speaking practice people,Negatif
wajar abang dharma terbiasa berbicara kasih nya abang dharma berbicara hati abang dharma pengalaman mengikuti debat kasih minim beliau petugas rakyat petugas politik beliau tulus jujur melawan sistem elit global khilafah dajjaliyah,"it's natural that brother dharma is used to talking about his love. brother dharma speaks his heart. brother dharma has minimal experience in participating in love debates. he is a people's official, a political official. he is sincere and honest in opposing the global elite system of the dajjaliyah caliphate.",Positif
abang dharma orang tulus janji-janji inginnya membantu masyarakat murni,brother dharma is a sincere person who promises to help the community purely,Positif
terbaik dharma,best dharma,Positif
dua mantap bergantian berinteraksi,two steady turns interacting,Positif
hebat dharma kamil meremehkan debat,great dharma kamil belittles debate,Positif
nomor dua iya,number two yes,Netral
dharma kun fiks debat,dharma kun debate fiction,Netral
dharma wakilnya cerdas,dharma his deputy is intelligent,Positif
pantun nomor dua potong ya,pantun number two cut yeah,Netral
dharma kun bagus,dharma kun is good,Positif
dua mengomong tangan nya menari,two talking hands dancing,Netral
menyala dharma kun,light up dharma kun,Positif
abang dharma coba dicari saja paham abang dharma isu basi,"brother dharma, just try to find out, brother dharma, it's a stale issue.",Negatif
kuda hitam dharma,dark horse dharma,Negatif
mengatasi problematika kemacetan satu kawasan pusat bisnis wilayah satu kantor saja isi karyawan nya daerah jakarta bogor depok tangerang bekasi dua adab antre mengubah menambah orang antre tuan kekurangan kuota transportasi tiga berfokus transjakarta saja transjabodetabek logis faktanya orang membawa kendaraan pribadi jakarta rata-rata jakarta fiks nomor tiga paham problematika jakarta,"overcome the problem of traffic jams in one central business district, one office only, fill it with employees, jakarta, bogor, depok, tangerang, bekasi, two, queuing manners, change, add people to the queue, sir, lack of transportation quota, three, focus on transjakarta only, transjabodetabek, logical, in fact, people bring private vehicles, jakarta, on average, jakarta is fixed, number three, understand the problems of jakarta",Positif
kali pilih abang dharma dua,this time choose brother dharma two,Netral
nomor dua ahli menguasai panelis,number two expert dominates panelists,Netral
wajar abang nomor dua catatan,fair enough bro number two note,Positif
dua entar partai allah,two parties of god,Netral
ayo mendukung sih doel,come on support sih doel,Netral
nomor dua mengomong berulang adab benar-benar memperjuangkan adab berlawanan adab lawan musuh terbesar bangsa korupsi menjangkiti aspek kehidupan,number two talk repeatedly manners really fight for manners against manners against the nation's greatest enemy corruption infects all aspects of life,Positif
mencatut menuduh dharma pongrekun calon boneka paham paham,accuse dharma pongrekun of being a puppet candidate for ideology,Netral
jakarta cetak sejarah mandiri menang kemerdekaan,jakarta makes history independently winning independence,Positif
orang pintar mendukung mandiri mendukung endorse pusat pusat,smart people support independent support endorse center center,Positif
hiruk pikuk kejadian pemilihan presiden seandainya warga jakarta memilih mandiri semoga diamanahkan kun salam lombok,"the hustle and bustle of the presidential election events if the people of jakarta choose to be independent, hopefully it will be entrusted to you, greetings from lombok",Netral
memilih dharma,choose dharma,Netral
keluarga cakung barat coblos,west cakung family votes,Netral
kagak urusan mampir warga cakung barat keluarga coblos saja keberatan,"it's no big deal, west cakung residents, even families object to voting",Netral
dua,two,Netral
kun,kun,Netral
nomor dua hutang partai tulus rakyat,number two people's sincere party debt,Positif
pasangan calon nomor dua partai usung,candidate pair number two supported by the party,Netral
dukungan kartu tanda penduduk nya mencurigakan penggalangan kartu tanda penduduk dukungan mana-mana lolos benar-benar mengejutkan,"his id card support is suspicious, the id card fundraising support is everywhere, it's really surprising",Positif
lihat warganet saja pilih dharma kun,just look at netizens choosing dharma kun,Netral
tahan dharma kun dua iya,hold dharma kun two yes,Netral
nomor tiga memimpin jakarta ketimbang nomor dua satu,number three leads jakarta than number two one,Netral
dua lemah ahli,two weak experts,Negatif
dua amit amit,two god forbid,Netral
nomor urut dua bersemangat masuk,serial number two excited to enter,Positif
dengar istilah dicovidkan internet mandiri dipaparkan dharma data bocor,hear the term dicovidkan independent internet exposed dharma data leak,Netral
mendukung pemimpin sadar pengaruh dunia hidup manusia dharma kun dua kesadaran semangat,support conscious leaders influence the world of human life dharma kun two consciousness spirit,Positif
abang kasih pendukung paham dharma isu basi,brother love supporters of dharma understanding stale issues,Netral
info media menelan mentah informasi media dipegang orang-orang video dharma wartawan debat bisukan dharma akar membanting dipengaruhi jalur mandiri mendukung pemimpin sadar pengaruh kontrol dunia hidup manusia bertindak lawan arus dharma kun dua,media info swallow raw media information held by people video dharma journalist debate mute dharma root slam influenced independent path support leader aware influence control world human life act against the current dharma kun two,Positif
bismillah dharma,"bismillah, the blessing of dharma",Netral
dharma,dharma,Netral
jujur suka nomor dua menarik pemimpin bicara tindakan nya menarik poll,honestly like number two interesting leader talk his action interesting poll,Positif
nomor dua kayak debat ketua osis,number two is like the student council president debate,Netral
dharma kun pemenang debat kali mendukung terpilih,dharma kun the winner of the debate this time supports being elected,Netral
pilih nomor dua mandiri pilih satu tiga saja apa-apa susah mah,"choose number two independently choose one or three only, nothing is difficult",Negatif
tuan kun,sir kun,Netral
kun fayakun dua visi teknis level staf ahli nomor dua berjiwa pemimpin salah rocky gerung jarang mendukung mendukung dharma,kun fayakun two technical visions expert staff level number two soul leader wrong rocky gerung rarely supports supporting dharma,Positif
aneh pasangan calon dua,strange candidate pair two,Negatif
nomor dua calon korupsi mengumpulkan kartu tanda penduduk orang berbohong dimana,number two corrupt candidates collect id cards of people who lie where,Negatif
korupsi dharma apa-apa korupsi mencatut kartu tanda penduduk,corruption dharma anything corruption misappropriating resident identity cards,Netral
isu basi pakai saja takut ya calon lo kalah ya kalah kasihan banget komisi pemilihan lolos nomor dua tuduhan isu basi terbukti,"just use stale issues, you're afraid your candidate will lose, you'll lose, it's a shame the election commission passed number two, the accusation of stale issues was proven",Negatif
ridwan kamil menang anies anak abah prabowo mendukung menang ridwan kamil kasih uang tujuh juta,"ridwan kamil wins, anies, prabowo's father's son supports ridwan kamil's victory, gives him seven million rupiah",Positif
nomor dua menyelamatkan kebutuhan dicukupi kehidupan masyarakat terancam,number two is saving the needs of people's lives that are threatened,Netral
nomor dua lucu tertawa,number two funny laugh,Positif
otak tahunya mata saja dharma terbaik bekas polisi tertawa,brain only knows eyes dharma best former police laugh,Positif
nomor urut dua ber kekuatan ber niat calon gubernur jakarta bertugas memecahkan suara satu tiga,"number two has the power to intend to be a candidate for governor of jakarta, tasked with breaking the one to three vote gap",Netral
tuhan tolong dharma maju selesai,god please help dharma to progress and finish,Netral
pongrekun cita nyalon gubernur tercapai semoga menang tuan,"pongrekun's ambition to run for governor has come true, i hope you win, sir.",Positif
setuju nomor dua menang debat,agree number two wins the debate,Positif
dua orang jujur,two honest people,Positif
